MovieID,Count
0000660,20801
0000661,3441
0000662,11409
0000663,811
0000664,357
0000665,207
0000666,351
0000667,1104
0000668,6364
0000669,79
0000670,7567
0000671,478
0000672,4446
0000673,1332
0000674,7637
0000675,179
0000676,2388
0000677,6351
0000678,282
0000679,88
0000680,2697
0000681,4086
0000682,4766
0000683,138
0000684,174
0000685,1063
0000686,14669
0000687,133
0000688,324
0000689,8694
0000690,929
0000691,188
0000692,32828
0000693,2406
0000694,885
0000695,166
0000696,7094
0000697,209
0000698,79
0000699,359
0000700,4684
0000701,322
0000702,209
0000703,194
0000704,162
0000705,38680
0000706,667
0000707,2276
0000708,72381
0000709,363
0000710,257
0000711,14759
0000712,898
0000713,130
0000714,76
0000715,503
0000716,102
0000717,1951
0000718,1747
0000719,814
0000720,26718
0000721,343
0000722,5955
0000723,14038
0000724,1223
0000725,5132
0000726,168
0000727,133
0000728,182
0000729,214
0000730,4468
0000731,1994
0000732,2563
0000733,2686
0000734,6715
0000735,197
0000736,315
0000737,107
0000738,590
0000739,938
0000740,126
0000741,419
0000742,215
0000743,459
0000744,106
0000745,113
0000746,24127
0000747,104
0000748,3637
0000749,3305
0000750,2071
0000751,9560
0000752,8669
0000753,159
0000754,2036
0000755,1008
0000756,87
0000757,124
0000758,104362
0000759,16856
0000760,9312
0000761,2063
0000762,2335
0000763,11917
0000764,654
0000765,217
0000766,405
0000767,314
0000768,659
0000769,111
0000770,168
0000771,388
0000772,69
0000773,532
0000774,2475
0000775,478
0000776,1356
0000777,612
0000778,126
0000779,427
0000780,397
0000781,741
0000782,95
0000783,1203
0000784,224
0000785,387
0000786,508
0000787,82
0000788,58527
0000789,31537
0000790,365
0000791,388
0000792,120
0000793,207
0000794,809
0000795,211
0000796,449
0000797,320
0000798,81278
0000799,1104
0000800,154
0000801,158
0000802,100
0000803,363
0000804,609
0000805,296
0000806,996
0000807,3061
0000808,3713
0000809,3888
0000810,105
0000811,11548
0000812,122
0000813,142
0000814,429
0000815,239
0000816,101
0000817,4850
0000818,14384
0000819,15786
0000820,45
0000821,119
0000822,3812
0000823,277
0000824,938
0000825,5872
0000826,172
0000827,167
0000828,217
0000829,9092
0000830,133
0000831,19563
0000832,3494
0000833,8378
0000834,372
0000835,637
0000836,791
0000837,1244
0000838,598
0000839,917
0000840,3556
0000841,150
0000842,579
0000843,11401
0000844,180
0000845,236
0000846,3598
0000847,245
0000848,369
0000849,1527
0000850,2095
0000851,25100
0000852,569
0000853,465
0000854,157
0000855,457
0000856,385
0000857,1487
0000858,552
0000859,11076
0000860,129
0000861,573
0000862,19351
0000863,295
0000864,213
0000865,255
0000866,825
0000867,135
0000868,636
0000869,113
0000870,137
0000871,1420
0000872,31691
0000873,1231
0000874,102
0000875,196
0000876,186
0000877,439
0000878,92
0000879,458
0000880,1671
0000881,1132
0000882,82
0000883,4536
0000884,95
0000885,462
0000886,108606
0000887,241
0000888,109
0000889,2914
0000890,358
0000891,287
0000892,642
0000893,780
0000894,4844
0000895,2467
0000896,30593
0000897,12356
0000898,1226
0000899,189
0000900,11177
0000901,591
0000902,600
0000903,108
0000904,198
0000905,146
0000906,856
0000907,4900
0000908,11038
0000909,338
0000910,136
0000911,539
0000912,322
0000913,168
0000914,122
0000915,43
0000916,442
0000917,112
0000918,7574
0000919,10834
0000920,113
0000921,785
0000922,203
0000923,113
0000924,93
0000925,729
0000926,109
0000927,217
0000928,343
0000929,908
0000930,638
0000931,1809
0000932,153
0000933,263
0000934,1366
0000935,726
0000936,169
0000937,23691
0000938,180
0000939,161
0000940,18464
0000941,161
0000942,3254
0000943,1753
0000944,89
0000945,113
0000946,141
0000947,1026
0000948,136
0000949,1676
0000950,91
0000951,332
0000952,2410
0000953,7000
0000954,8089
0000955,264
0000956,3037
0000957,615
0000958,264
0000959,194
0000960,1072
0000961,2370
0000962,21284
0000963,37310
0000964,2876
0000965,324
0000966,196
0000967,866
0000968,107
0000969,132
0000970,203
0000971,3137
0000972,228
0000973,225
0000974,626
0000975,130
0000976,166
0000977,2076
0000978,2255
0000979,128
0000980,1227
0000981,314
0000982,1563
0000983,497
0000984,1713
0000985,89999
0000986,3638
0000987,95
0000988,1839
0000989,18298
0000990,2958
0000991,359
0000992,6210
0000993,3337
0000994,13253
0000995,104
0000996,11858
0000997,302
0000998,446
0000999,1156
0001000,760
0001001,6204
0001002,152
0001003,59
0001004,1309
0001005,536
0001006,925
0001007,106
0001008,970
0001009,127
0001010,142
0001011,8027
0001012,7497
0001013,254
0001014,258
0001015,870
0001016,103
0001017,1499
0001018,383
0001019,138
0001020,20762
0001021,3439
0001022,3868
0001023,425
0001024,861
0001025,316
0001026,7688
0001027,19960
0001028,105
0001029,833
0001030,170
0001031,1450
0001032,3782
0001033,1016
0001034,116
0001035,17696
0001036,210
0001037,1054
0001038,305
0001039,1621
0001040,251
0001041,1021
0001042,722
0001043,4847
0001044,2997
0001045,2582
0001046,40744
0001047,2617
0001048,804
0001049,559
0001050,14149
0001051,1430
0001052,137
0001053,80
0001054,116
0001055,1817
0001056,254
0001057,178
0001058,5439
0001059,181
0001060,8135
0001061,1003
0001062,641
0001063,418
0001064,95
0001065,335
0001066,34941
0001067,1364
0001068,6282
0001069,836
0001070,341
0001071,248
0001072,389
0001073,59518
0001074,2328
0001075,5829
0001076,475
0001077,614
0001078,331
0001079,313
0001080,3944
0001081,177
0001082,161
0001083,349
0001084,1701
0001085,483
0001086,1554
0001087,2166
0001088,245
0001089,2083
0001090,113
0001091,93
0001092,4434
0001093,110
0001094,7840
0001095,197
0001096,11847
0001097,409
0001098,5945
0001099,464
0001100,6084
0001101,490
0001102,73337
0001103,3622
0001104,8662
0001105,1796
0001106,115
0001107,122
0001108,426
0001109,158
0001110,98700
0001111,2041
0001112,167
0001113,371
0001114,1267
0001115,476
0001116,3645
0001117,208
0001118,1232
0001119,217
0001120,3539
0001121,1285
0001122,176
0001123,7917
0001124,330
0001125,75
0001126,3526
0001127,240
0001128,880
0001129,4977
0001130,3398
0001131,146
0001132,3007
0001133,189
0001134,5013
0001135,194
0001136,303
0001137,591
0001138,20758
0001139,1298
0001140,4261
0001141,201
0001142,3851
0001143,635
0001144,79845
0001145,140154
0001146,415
0001147,140
0001148,19401
0001149,267
0001150,312
0001151,5756
0001152,96
0001153,126
0001154,199
0001155,1788
0001156,370
0001157,1206
0001158,1710
0001159,86
0001160,3734
0001161,120
0001162,284
0001163,9661
0001164,898
0001165,861
0001166,83
0001167,1275
0001168,383
0001169,114
0001170,1025
0001171,620
0001172,2570
0001173,3867
0001174,35537
0001175,12683
0001176,7676
0001177,122
0001178,122
0001179,1913
0001180,108771
0001181,168
0001182,618
0001183,155
0001184,134
0001185,130
0001186,668
0001187,894
0001188,133
0001189,172
0001190,192
0001191,1749
0001192,156
0001193,2923
0001194,333
0001195,1005
0001196,108
0001197,158
0001198,60
0001199,124
0001200,6191
0001201,2988
0001202,78878
0001203,1345
0001204,121
0001205,99
0001206,369
0001207,390
0001208,2626
0001209,315
0001210,2026
0001211,405
0001212,196
0001213,1283
0001214,226
0001215,498
0001216,3481
0001217,431
0001218,2380
0001219,212
0001220,134241
0001221,4087
0001222,1956
0001223,441
0001224,7289
0001225,496
0001226,3430
0001227,133
0001228,339
0001229,1315
0001230,607
0001231,1135
0001232,164
0001233,571
0001234,3290
0001235,121
0001236,2563
0001237,773
0001238,1932
0001239,142
0001240,669
0001241,295
0001242,183
0001243,1407
0001244,584
0001245,5362
0001246,225
0001247,75
0001248,693
0001249,1127
0001250,6057
0001251,398
0001252,2369
0001253,180
0001254,1204
0001255,39037
0001256,11385
0001257,130
0001258,233
0001259,687
0001260,2013
0001261,142
0001262,5981
0001263,389
0001264,8592
0001265,248
0001266,3370
0001267,42113
0001268,112
0001269,186
0001270,1951
0001271,413
0001272,570
0001273,394
0001274,4087
0001275,135
0001276,1291
0001277,2735
0001278,1769
0001279,477
0001280,430
0001281,126
0001282,2895
0001283,276
0001284,123
0001285,226
0001286,234
0001287,270
0001288,163
0001289,32832
0001290,359
0001291,3035
0001292,2710
0001293,2008
0001294,190
0001295,14500
0001296,1118
0001297,3178
0001298,2543
0001299,2986
0001300,5755
0001301,370
0001302,176
0001303,573
0001304,266
0001305,35026
0001306,665
0001307,121207
0001308,117
0001309,75
0001310,634
0001311,133
0001312,432
0001313,487
0001314,24605
0001315,232
0001316,1272
0001317,1429
0001318,1330
0001319,471
0001320,171
0001321,191
0001322,116
0001323,1083
0001324,45620
0001325,164
0001326,97
0001327,201
0001328,248
0001329,7456
0001330,125
0001331,112
0001332,92
0001333,272
0001334,154
0001335,974
0001336,9494
0001337,108
0001338,191
0001339,129
0001340,83
0001341,157
0001342,131
0001343,131
0001344,250
0001345,130
0001346,1721
0001347,809
0001348,195
0001349,141
0001350,852
0001351,245
0001352,1144
0001353,923
0001354,304
0001355,563
0001356,183
0001357,6398
0001358,595
0001359,3976
0001360,623
0001361,153
0001362,122
0001363,3287
0001364,4411
0001365,1846
0001366,537
0001367,24880
0001368,79
0001369,188
0001370,14252
0001371,187
0001372,1770
0001373,3240
0001374,379
0001375,1891
0001376,194
0001377,806
0001378,163
0001379,91
0001380,108
0001381,603
0001382,96
0001383,58
0001384,4214
0001385,107
0001386,119
0001387,519
0001388,149
0001389,1207
0001390,102
0001391,675
0001392,3351
0001393,245
0001394,13046
0001395,6130
0001396,254
0001397,84
0001398,195
0001399,4852
0001400,712
0001401,3975
0001402,801
0001403,329
0001404,120
0001405,506
0001406,74076
0001407,203
0001408,11994
0001409,5266
0001410,143
0001411,77
0001412,2929
0001413,883
0001414,229
0001415,103
0001416,55
0001417,127
0001418,796
0001419,111
0001420,531
0001421,4180
0001422,116
0001423,502
0001424,858
0001425,18126
0001426,1146
0001427,225
0001428,113674
0001429,95
0001430,186
0001431,151
0001432,2100
0001433,202
0001434,784
0001435,18258
0001436,208
0001437,115
0001438,937
0001439,105
0001440,115
0001441,7720
0001442,139
0001443,1376
0001444,252
0001445,58
0001446,900
0001447,1512
0001448,503
0001449,149
0001450,1925
0001451,349
0001452,303
0001453,423
0001454,169
0001455,3859
0001456,184
0001457,115
0001458,192
0001459,367
0001460,1025
0001461,219
0001462,359
0001463,120
0001464,360
0001465,216
0001466,41355
0001467,24089
0001468,292
0001469,505
0001470,98696
0001471,2901
0001472,160
0001473,306
0001474,143
0001475,239
0001476,11829
0001477,199
0001478,99
0001479,6599
0001480,170
0001481,4660
0001482,15992
0001483,173
0001484,383
0001485,1411
0001486,192
0001487,206
0001488,1460
0001489,479
0001490,225
0001491,302
0001492,755
0001493,135
0001494,240
0001495,16683
0001496,82
0001497,411
0001498,91
0001499,912
0001500,1174
0001501,432
0001502,9650
0001503,3352
0001504,219
0001505,384
0001506,820
0001507,1883
0001508,258
0001509,40153
0001510,401
0001511,476
0001512,160
0001513,2270
0001514,2279
0001515,353
0001516,146
0001517,78
0001518,10988
0001519,101
0001520,375
0001521,4240
0001522,126
0001523,349
0001524,1192
0001525,4648
0001526,1172
0001527,215
0001528,4432
0001529,612
0001530,8497
0001531,930
0001532,9521
0001533,303
0001534,145
0001535,636
0001536,403
0001537,144
0001538,192
0001539,266
0001540,294
0001541,287
0001542,114997
0001543,8817
0001544,197
0001545,128
0001546,357
0001547,4083
0001548,76
0001549,384
0001550,718
0001551,526
0001552,4258
0001553,6258
0001554,103
0001555,185
0001556,1045
0001557,428
0001558,8170
0001559,361
0001560,643
0001561,61019
0001562,303
0001563,641
0001564,735
0001565,250
0001566,252
0001567,99
0001568,154
0001569,223
0001570,88
0001571,40841
0001572,834
0001573,1729
0001574,278
0001575,320
0001576,252
0001577,93
0001578,18542
0001579,506
0001580,857
0001581,1200
0001582,11341
0001583,212
0001584,145
0001585,21359
0001586,420
0001587,146
0001588,422
0001589,3033
0001590,42933
0001591,59
0001592,406
0001593,672
0001594,2414
0001595,17111
0001596,1007
0001597,230
0001598,907
0001599,11478
0001600,2744
0001601,235
0001602,5797
0001603,124
0001604,2436
0001605,208
0001606,1607
0001607,2983
0001608,372
0001609,234
0001610,4639
0001611,224
0001612,233
0001613,1251
0001614,106
0001615,59137
0001616,902
0001617,652
0001618,6674
0001619,1044
0001620,318
0001621,181
0001622,875
0001623,253
0001624,127
0001625,43518
0001626,243
0001627,4543
0001628,398
0001629,816
0001630,217
0001631,1123
0001632,13289
0001633,7194
0001634,792
0001635,101
0001636,241
0001637,18446
0001638,2065
0001639,324
0001640,101
0001641,180
0001642,38378
0001643,153
0001644,855
0001645,22793
0001646,9279
0001647,905
0001648,651
0001649,80
0001650,52470
0001651,331
0001652,2236
0001653,145
0001654,1011
0001655,2582
0001656,2603
0001657,187
0001658,1061
0001659,42046
0001660,3047
0001661,19085
0001662,141
0001663,149
0001664,2258
0001665,8371
0001666,4018
0001667,593
0001668,5275
0001669,281
0001670,175
0001671,79
0001672,346
0001673,7925
0001674,662
0001675,144
0001676,354
0001677,101
0001678,987
0001679,934
0001680,147
0001681,214
0001682,25961
0001683,686
0001684,571
0001685,74
0001686,551
0001687,1579
0001688,122
0001689,2666
0001690,97
0001691,472
0001692,9610
0001693,12425
0001694,2452
0001695,254
0001696,100
0001697,815
0001698,109
0001699,781
0001700,27449
0001701,150
0001702,481
0001703,48190
0001704,4312
0001705,269
0001706,92
0001707,11218
0001708,7460
0001709,20036
0001710,572
0001711,431
0001712,438
0001713,290
0001714,92
0001715,473
0001716,304
0001717,316
0001718,504
0001719,58364
0001720,185
0001721,3974
0001722,1864
0001723,557
0001724,207
0001725,655
0001726,300
0001727,863
0001728,4139
0001729,754
0001730,809
0001731,195
0001732,312
0001733,905
0001734,2476
0001735,4115
0001736,115
0001737,405
0001738,275
0001739,1657
0001740,254
0001741,10605
0001742,153
0001743,8588
0001744,73004
0001745,309
0001746,11039
0001747,129
0001748,407
0001749,1319
0001750,114
0001751,416
0001752,104
0001753,116
0001754,65363
0001755,153
0001756,4785
0001757,4729
0001758,184
0001759,3015
0001760,2471
0001761,238
0001762,202
0001763,138
0001764,94
0001765,3566
0001766,2327
0001767,96
0001768,1691
0001769,802
0001770,24446
0001771,8042
0001772,104
0001773,1243
0001774,521
0001775,1114
0001776,708
0001777,364
0001778,1553
0001779,96
0001780,2230
0001781,814
0001782,682
0001783,6150
0001784,301
0001785,99
0001786,514
0001787,505
0001788,5157
0001789,1342
0001790,5561
0001791,104
0001792,10157
0001793,436
0001794,3535
0001795,5025
0001796,314
0001797,836
0001798,113377
0001799,62809
0001800,5155
0001801,1364
0001802,1476
0001803,15828
0001804,5098
0001805,115
0001806,175
0001807,1216
0001808,90
0001809,321
0001810,56918
0001811,87
0001812,94
0001813,128
0001814,2498
0001815,199
0001816,5857
0001817,997
0001818,1011
0001819,7526
0001820,196
0001821,1937
0001822,136
0001823,281
0001824,185
0001825,508
0001826,220
0001827,253
0001828,599
0001829,102
0001830,795
0001831,314
0001832,32769
0001833,21143
0001834,2226
0001835,98
0001836,93
0001837,5134
0001838,605
0001839,2264
0001840,1753
0001841,92
0001842,802
0001843,48004
0001844,5161
0001845,2413
0001846,171
0001847,85
0001848,2587
0001849,133
0001850,136
0001851,2320
0001852,116
0001853,6909
0001854,12286
0001855,251
0001856,2808
0001857,840
0001858,54
0001859,152
0001860,6072
0001861,25712
0001862,8855
0001863,201
0001864,89
0001865,110159
0001866,5019
0001867,7333
0001868,137
0001869,187
0001870,411
0001871,103
0001872,79
0001873,111
0001874,433
0001875,333
0001876,150
0001877,29753
0001878,2112
0001879,188
0001880,281
0001881,121
0001882,2269
0001883,146
0001884,14157
0001885,3432
0001886,283
0001887,333
0001888,106
0001889,692
0001890,22098
0001891,743
0001892,606
0001893,871
0001894,108
0001895,381
0001896,156
0001897,123
0001898,181
0001899,76
0001900,124
0001901,22848
0001902,20487
0001903,262
0001904,220
0001905,193941
0001906,389
0001907,235
0001908,155
0001909,160
0001910,88
0001911,1717
0001912,2517
0001913,1812
0001914,361
0001915,1754
0001916,92
0001917,1554
0001918,27667
0001919,128
0001920,161
0001921,244
0001922,1707
0001923,2545
0001924,129
0001925,10803
0001926,1006
0001927,189
0001928,102
0001929,203
0001930,217
0001931,3887
0001932,886
0001933,638
0001934,550
0001935,762
0001936,216
0001937,499
0001938,101
0001939,11634
0001940,285
0001941,1798
0001942,125
0001943,704
0001944,205
0001945,524
0001946,356
0001947,4829
0001948,731
0001949,186
0001950,105
0001951,250
0001952,74
0001953,73
0001954,222
0001955,10287
0001956,2358
0001957,101
0001958,98
0001959,5787
0001960,117
0001961,209
0001962,145519
0001963,2472
0001964,228
0001965,935
0001966,165
0001967,856
0001968,240
0001969,10606
0001970,317
0001971,9063
0001972,7036
0001973,658
0001974,20689
0001975,55740
0001976,7557
0001977,174
0001978,586
0001979,88
0001980,199
0001981,631
0001982,118
0001983,17691
0001984,93
0001985,244
0001986,177
0001987,1114
0001988,898
0001989,167
0001990,570
0001991,1443
0001992,196
0001993,148
0001994,2419
0001995,149
0001996,283
0001997,290
0001998,2262
0001999,1540
0002000,38056
0002001,29488
0002002,208
0002003,180
0002004,729
0002005,96
0002006,1231
0002007,254
0002008,625
0002009,41437
0002010,725
0002011,342
0002012,19237
0002013,1223
0002014,403
0002015,27445
0002016,26926
0002017,1762
0002018,781
0002019,2000
0002020,1606
0002021,196
0002022,1105
0002023,1357
0002024,611
0002025,329
0002026,836
0002027,139
0002028,829
0002029,240
0002030,118
0002031,243
0002032,380
0002033,6434
0002034,543
0002035,138
0002036,92
0002037,8358
0002038,111
0002039,404
0002040,8978
0002041,113
0002042,176
0002043,7871
0002044,336
0002045,5781
0002046,478
0002047,3000
0002048,805
0002049,162
0002050,236
0002051,3793
0002052,325
0002053,332
0002054,272
0002055,490
0002056,744
0002057,9548
0002058,145
0002059,1795
0002060,166
0002061,101
0002062,783
0002063,1053
0002064,396
0002065,83
0002066,192
0002067,748
0002068,957
0002069,994
0002070,108
0002071,97
0002072,15702
0002073,123
0002074,1770
0002075,226
0002076,559
0002077,2364
0002078,7771
0002079,155
0002080,1931
0002081,723
0002082,84
0002083,302
0002084,219
0002085,319
0002086,750
0002087,156
0002088,203
0002089,285
0002090,194
0002091,594
0002092,111
0002093,1795
0002094,164
0002095,87389
0002096,1507
0002097,1129
0002098,978
0002099,439
0002100,678
0002101,1060
0002102,8426
0002103,4524
0002104,5377
0002105,211
0002106,399
0002107,251
0002108,1093
0002109,5106
0002110,265
0002111,2505
0002112,87622
0002113,3493
0002114,10772
0002115,109
0002116,936
0002117,127
0002118,108
0002119,130
0002120,1064
0002121,155
0002122,105697
0002123,180
0002124,89
0002125,137
0002126,494
0002127,1306
0002128,45069
0002129,2312
0002130,2195
0002131,917
0002132,2439
0002133,533
0002134,227
0002135,12210
0002136,19061
0002137,2722
0002138,136
0002139,22332
0002140,4622
0002141,322
0002142,720
0002143,296
0002144,2476
0002145,142
0002146,820
0002147,217
0002148,185
0002149,9725
0002150,1763
0002151,248
0002152,162597
0002153,22447
0002154,205
0002155,1703
0002156,676
0002157,95
0002158,576
0002159,385
0002160,602
0002161,9435
0002162,17013
0002163,16635
0002164,2069
0002165,427
0002166,100
0002167,12261
0002168,1497
0002169,709
0002170,192
0002171,33708
0002172,22498
0002173,14675
0002174,13430
0002175,1082
0002176,3457
0002177,5143
0002178,39722
0002179,103
0002180,1617
0002181,2051
0002182,8012
0002183,215
0002184,149
0002185,191
0002186,61174
0002187,121
0002188,5656
